Timestamp,count,pitch_eye,yaw_eye
0.0,1.0,-0.2328537553548813,-0.23247133195400238
33.0,2.0,-0.2221803516149521,-0.2327144891023636
66.0,3.0,-0.2221803516149521,-0.2327144891023636
99.0,4.0,-0.2304457277059555,-0.20125162601470947
133.0,5.0,-0.2302558422088623,-0.20115894079208374
166.0,6.0,-0.27355989813804626,-0.18632887303829193
199.0,7.0,-0.2107018530368805,-0.2480100840330124
233.0,8.0,-0.2107018530368805,-0.2480100840330124
266.0,9.0,-0.24541614949703217,-0.2167634814977646
299.0,10.0,-0.21555092930793762,-0.20125295221805573
333.0,11.0,-0.4689512550830841,0.035656530410051346
366.0,12.0,-0.45294058322906494,0.05000511184334755
399.0,13.0,-0.4186457395553589,0.0013667343882843852
433.0,14.0,-0.4186457395553589,0.0013667343882843852
466.0,15.0,-0.4186457395553589,0.0013667343882843852
499.0,16.0,-0.4306240975856781,-0.021918615326285362
533.0,17.0,-0.43105658888816833,-0.022182535380125046
566.0,18.0,-0.41484782099723816,-0.003799265716224909
599.0,19.0,-0.4168694019317627,-0.011175422929227352
633.0,20.0,-0.4168694019317627,-0.011175422929227352
666.0,21.0,-0.3739296793937683,0.0006327670998871326
699.0,22.0,-0.3739296793937683,0.0006327670998871326
733.0,23.0,-0.3796519935131073,0.04681837186217308
766.0,24.0,-0.3831138610839844,0.04644419997930527
799.0,25.0,-0.41333964467048645,0.04990258067846298
833.0,26.0,-0.4126989245414734,0.04917473718523979
866.0,27.0,-0.4126989245414734,0.04917473718523979
899.0,28.0,-0.4019714295864105,0.014544854871928692
932.0,29.0,-0.4035418927669525,0.01702851802110672
966.0,30.0,-0.40943706035614014,0.03592418134212494
999.0,31.0,-0.40956515073776245,0.03587997332215309
1032.0,32.0,-0.40956515073776245,0.03587997332215309
1066.0,33.0,-0.3671513795852661,0.049496978521347046
1099.0,34.0,-0.36702996492385864,0.04921521618962288
1132.0,35.0,-0.33876022696495056,0.04917686805129051
1166.0,36.0,-0.33879831433296204,0.04967035353183746
1199.0,37.0,-0.34265831112861633,0.04616137221455574
1232.0,38.0,-0.34265831112861633,0.04616137221455574
1266.0,39.0,-0.3441275656223297,0.0548723079264164
1299.0,40.0,-0.33138248324394226,0.027272900566458702
1332.0,41.0,-0.33138248324394226,0.027272900566458702
1366.0,42.0,-0.3426465690135956,0.025591114535927773
1399.0,43.0,-0.3409746289253235,0.04358449950814247
1432.0,44.0,-0.32918083667755127,0.01619494892656803
1466.0,45.0,-0.4148523211479187,0.08341872692108154
1499.0,46.0,-0.4148523211479187,0.08341872692108154
1532.0,47.0,-0.22762678563594818,0.2596432864665985
1566.0,48.0,-0.24470189213752747,0.2529236078262329
1599.0,49.0,-0.13212580978870392,0.11046206206083298
1632.0,50.0,-0.13233833014965057,0.11186129599809647
1666.0,51.0,-0.12775903940200806,0.11534497141838074
1699.0,52.0,-0.13684652745723724,0.1747124195098877
1732.0,53.0,-0.13568992912769318,0.1743779331445694
1765.0,54.0,-0.09602320939302444,0.23273232579231262
1799.0,55.0,-0.09848050028085709,0.23321035504341125
1832.0,56.0,-0.09848050028085709,0.23321035504341125
1865.0,57.0,-0.0007257114048115909,0.13497939705848694
1899.0,58.0,-0.05565207824110985,0.1327924132347107
1932.0,59.0,-0.05553649738430977,0.16135987639427185
1965.0,60.0,-0.05539747700095177,0.16095639765262604
1999.0,61.0,-0.368131160736084,0.06990132480859756
2032.0,62.0,-0.2860248386859894,0.024534903466701508
2065.0,63.0,-0.2730483114719391,0.045115016400814056
2099.0,64.0,-1.5459202527999878,-0.24133406579494476
2132.0,65.0,-1.5240012407302856,-0.2083771824836731
2165.0,66.0,-1.1495994329452515,-0.1608131229877472
2199.0,67.0,-1.180515170097351,-0.16046984493732452
2232.0,68.0,-1.180515170097351,-0.16046984493732452
2265.0,69.0,-2.090439796447754,-0.7357896566390991
2299.0,70.0,-1.71639084815979,-0.7079111337661743
2332.0,71.0,0.6380622386932373,-1.0848642587661743
2365.0,72.0,0.6658318638801575,-1.0593621730804443
2399.0,73.0,0.798649787902832,-0.9390397071838379
